的	白勹丶&nbsp;·unid&nbsp;
𠁆	不十一&nbsp;·cnqf&nbsp;
𠁇	不宀且&nbsp;·cwfq&nbsp;
𠁈	一丨几口&nbsp;·fgod&nbsp;
𠁉	一几白王&nbsp;·foun&nbsp;
𠁊	一人人大&nbsp;·fjjm&nbsp;
𠁋	不木日&nbsp;·ceor&nbsp;
𠁌	不耳阝&nbsp;·cqte&nbsp;
𠁍	不⺷大&nbsp;·cgmd&nbsp;
𠁎	車辶一卜&nbsp;·yufy&nbsp;
𠁏	一口冂&nbsp;·fdmc&nbsp;
𠁐	一口冂&nbsp;·fdmc&nbsp;
𠁑	艹冖巾卜&nbsp;·lwry&nbsp;
𠁒	不十&nbsp;·cnqh&nbsp;
𠁓	不谷欠&nbsp;·cheq&nbsp;
𠁔	䒑业由ㄅ&nbsp;·hcda&nbsp;
𠁕	十口冖&nbsp;·ndwc&nbsp;
𠁖	一一丨&nbsp;·fvfg&nbsp;
𠁗	十一白大&nbsp;·nfum&nbsp;
𠁘	一丨几黑&nbsp;·fgop&nbsp;
𠁙	不言乍&nbsp;·cswa&nbsp;
𠁚	一卜亼曰&nbsp;·fyjo&nbsp;
𠁛	不䒑自辶&nbsp;·chou&nbsp;
𠁜	䒑业龴力&nbsp;·hcks&nbsp;
𠁝	䒑业戊口&nbsp;·hcnd&nbsp;
𠁞	不亼囗曰&nbsp;·cjro&nbsp;
𠁟	䒑业䒑&nbsp;·hchc&nbsp;
𠁠	且且且且&nbsp;·ffff&nbsp;
𠁡	𠁡&nbsp;·yb&nbsp;
𠁢	丨㇅&nbsp;·gae&nbsp;
𠁣	𠁣&nbsp;·mh&nbsp;
𠁤	𠁤&nbsp;·ys&nbsp;
𠁥	入入丨&nbsp;·jjgs&nbsp;
𠁦	口丨二&nbsp;·dgme&nbsp;
𠁧	口丨&nbsp;·dgs&nbsp;
𠁨	习口丨&nbsp;·zdgs&nbsp;
𠁩	二口丨二&nbsp;·mdgm&nbsp;
𠁪	㇒士口丨&nbsp;·tgdg&nbsp;
𠁫	丩亻木&nbsp;·ijem&nbsp;
𠁬	⺿丨ヿヿ&nbsp;·lgaa&nbsp;
𠁭	人丨人丨&nbsp;·jgjg&nbsp;
𠁮	人人人丨&nbsp;·jjjg&nbsp;
𠁯	口丨厶口&nbsp;·dgkd&nbsp;
𠁰	彐ㅌ&nbsp;·ubbj&nbsp;
𠁱	一口一水&nbsp;·fdfk&nbsp;
𠁲	井&nbsp;·kqj&nbsp;
𠁳	山丰丰&nbsp;·vaaf&nbsp;
𠁴	囗乂乂丨&nbsp;·rbbg&nbsp;
𠁵	口丨〢&nbsp;·dgph&nbsp;
𠁶	口丨夊&nbsp;·dgvh&nbsp;
𠁷	口口丨丨&nbsp;·ddgg&nbsp;
𠁸	口口丨十&nbsp;·ddgn&nbsp;
𠁹	口丨&nbsp;·dgph&nbsp;
𠁺	口口丨辶&nbsp;·ddgu&nbsp;
𠁻	口口丨石&nbsp;·ddgm&nbsp;
𠁼	丶丶丶&nbsp;·iiid&nbsp;
𠁽	几丶&nbsp;·oid&nbsp;
𠁾	𠁾&nbsp;·zj&nbsp;
𠁿	凵一丶&nbsp;·mfid&nbsp;
𠂀	艹亠&nbsp;·lzt&nbsp;
𠂁	ㅒ丶&nbsp;·did&nbsp;
𠂂	丶冂廾&nbsp;·imlc&nbsp;
𠂃	一氺丶丶&nbsp;·fkii&nbsp;
𠂄	⺆亠曰亾&nbsp;·mzof&nbsp;
𠂅	亠乡隹丶&nbsp;·ziui&nbsp;
𠂆	⺁&nbsp;·xc&nbsp;
𠂈	&nbsp;·ij&nbsp;
𠂊	𠂊&nbsp;·xd&nbsp;
𠂋	⺁一&nbsp;·xfi&nbsp;
𠂌	丿&nbsp;·tns&nbsp;
𠂍	丿丿ㄋ&nbsp;·ttae&nbsp;
𠂎	𠂎&nbsp;·bk&nbsp;
𠂏	乃一㇆&nbsp;·vfae&nbsp;
𠂐	乃⺀&nbsp;·vwb&nbsp;
𠂑	𠂑&nbsp;·bk&nbsp;
𠂒	⺧&nbsp;·qn&nbsp;
𠂓	厶&nbsp;·eks&nbsp;
𠂔	𠂔&nbsp;·tf&nbsp;
𠂕	丿夫&nbsp;·thf&nbsp;
𠂖	丿十&nbsp;·tnes&nbsp;
𠂗	丿夕乚&nbsp;·tlae&nbsp;
𠂘	⺁&nbsp;·xzj&nbsp;
𠂙	丿&nbsp;·atp&nbsp;
𠂚	丿大丿&nbsp;·tmtp&nbsp;
𠂛	丿止&nbsp;·tsi&nbsp;
𠂜	丿&nbsp;·tsi&nbsp;
𠂝	丿口丨&nbsp;·tdgs&nbsp;
𠂞	丿八一ㄅ&nbsp;·thfa&nbsp;
𠂟	丿丷𠂇&nbsp;·thns&nbsp;
𠂠	亻䒑ㄅ&nbsp;·jhae&nbsp;
𠂡	⺇&nbsp;·ous&nbsp;
𠂢	⺁&nbsp;·xti&nbsp;
𠂣	𠂣&nbsp;·zs&nbsp;
𠂤	丿㠯&nbsp;·tki&nbsp;
𠂥	丿&nbsp;·tic&nbsp;
𠂦	⺊二&nbsp;·pyme&nbsp;
𠂧	丿儿一厶&nbsp;·tpfk&nbsp;
𠂨	丿&nbsp;·tic&nbsp;
𠂩	&nbsp;·uus&nbsp;
𠂪	乃亠卜&nbsp;·vzyb&nbsp;
𠂫	亠卜乃&nbsp;·zyvn&nbsp;
𠂬	⺁巴&nbsp;·xmb&nbsp;
𠂭	米&nbsp;·pm&nbsp;
𠂮	⺁一丨㇆&nbsp;·xfga&nbsp;
𠂯	丿艹&nbsp;·tlus&nbsp;
𠂰	⺁一乙巾&nbsp;·xfar&nbsp;
𠂱	匕乃&nbsp;·svvn&nbsp;
𠂲	丿未丷&nbsp;·tahb&nbsp;
𠂳	㐅凵幺丨&nbsp;·bmig&nbsp;
𠂴	丰冂䒑&nbsp;·amhb&nbsp;
𠂵	土&nbsp;·pgus&nbsp;
𠂶	烏一丿&nbsp;·xftp&nbsp;
𠂷	丿大&nbsp;·tmgy&nbsp;
𠂸	丿几土廾&nbsp;·togl&nbsp;
𠂹	亻人人人&nbsp;·jjjj&nbsp;
𠂺	丿囗乂廿&nbsp;·trbl&nbsp;
𠂻	千口&nbsp;·ldti&nbsp;
𠂼	𠂼&nbsp;·rf&nbsp;
𠂽	丿田一&nbsp;·tqft&nbsp;
𠂾	丿㠯不&nbsp;·tkcb&nbsp;
𠂿	丿人人&nbsp;·tjjn&nbsp;
𠃀	亻人人㇆&nbsp;·jjja&nbsp;
𠃁	丿田丿&nbsp;·tqtt&nbsp;
𠃂	丿㠯不一&nbsp;·tkcf&nbsp;
𠃃	⺁一⺋甫&nbsp;·xfzn&nbsp;
𠃄	⺁⺁&nbsp;·xtxt&nbsp;
𠃅	⺁罒貝&nbsp;·xyob&nbsp;
𠃆	丿㠯丿米&nbsp;·tktp&nbsp;
𠃇	千一白白&nbsp;·lfuu&nbsp;
𠃈	一屮儿&nbsp;·ufsp&nbsp;
𠃉	𠃉&nbsp;·ai&nbsp;
𠃋	ㄥ&nbsp;·ae&nbsp;
𠃌	㇆&nbsp;·ae&nbsp;
𠃍	𠃍&nbsp;·ae&nbsp;
𠃎	丨一&nbsp;·gfi&nbsp;
𠃏	レ乚&nbsp;·aae&nbsp;
𠃐	乙乙&nbsp;·aai&nbsp;
𠃑	&nbsp;·ae&nbsp;
𠃒	十㇗&nbsp;·nae&nbsp;
𠃔	ㄥ儿&nbsp;·ape&nbsp;
𠃕	丿丩乚&nbsp;·tiae&nbsp;
𠃖	工乚&nbsp;·uae&nbsp;
𠃗	一乙&nbsp;·fnai&nbsp;
𠃘	⺁一乙&nbsp;·xfai&nbsp;
𠃙	九九&nbsp;·kkj&nbsp;
𠃚	己㇆&nbsp;·vae&nbsp;
𠃛	𠃛&nbsp;·mh&nbsp;
𠃜	&nbsp;·cs&nbsp;
𠃝	乙小&nbsp;·ayx&nbsp;
𠃞	一巛乚&nbsp;·foae&nbsp;
𠃟	廿乚&nbsp;·lae&nbsp;
𠃠	丶丶&nbsp;·biid&nbsp;
𠃡	乚丬乙&nbsp;·aaai&nbsp;
𠃢	𠃢&nbsp;·ys&nbsp;
𠃣	乙𡭔丿&nbsp;·aytp&nbsp;
𠃤	&nbsp;·uoc&nbsp;
𠃥	乙未&nbsp;·aaw&nbsp;
𠃦	由乚&nbsp;·dae&nbsp;
𠃧	飞飞&nbsp;·ccf&nbsp;
𠃨	⺄凵&nbsp;·amsc&nbsp;
𠃩	九人彡&nbsp;·kjes&nbsp;
𠃪	曲乚&nbsp;·yae&nbsp;
𠃫	十田㇆&nbsp;·nqae&nbsp;
𠃬	己コ匚&nbsp;·vnnk&nbsp;
𠃭	⺥口乚&nbsp;·ydae&nbsp;
𠃮	乙尸水&nbsp;·acks&nbsp;
𠃯	禾乃乙&nbsp;·xvai&nbsp;
𠃰	ㄥ人用&nbsp;·ajty&nbsp;
𠃱	十冖子乚&nbsp;·nwha&nbsp;
𠃲	隹乚&nbsp;·uae&nbsp;
𠃳	九口丿口&nbsp;·kdtd&nbsp;
𠃴	一厶⺼乚&nbsp;·fkva&nbsp;
𠃵	⺊日十乚&nbsp;·yona&nbsp;
𠃶	爫冖又乚&nbsp;·ywra&nbsp;
𠃷	禾子乙&nbsp;·xhai&nbsp;
𠃸	壴乚&nbsp;·hae&nbsp;
𠃹	爫古乚&nbsp;·ycae&nbsp;
𠃺	乙䒑自&nbsp;·ahoi&nbsp;
𠃻	二欠二乙&nbsp;·mema&nbsp;
𠃼	丿囗乂乚&nbsp;·trba&nbsp;
𠃽	八厶羽乚&nbsp;·hkza&nbsp;
𠃾	冂乂乂乚&nbsp;·mbba&nbsp;
𠃿	爫宀寸乚&nbsp;·ywka&nbsp;
𠄀	爫子乚&nbsp;·yhan&nbsp;
𠄁	九丷酉&nbsp;·khyy&nbsp;
𠄂	爫糹乚&nbsp;·yiae&nbsp;
𠄃	木日一乙&nbsp;·eofa&nbsp;
𠄄	水日一乙&nbsp;·kofa&nbsp;
𠄅	业羊八乚&nbsp;·cgha&nbsp;
𠄆	九一白斤&nbsp;·kfut&nbsp;
𠄇	爫子乚各&nbsp;·yhas&nbsp;
𠄈	米夕㐄乙&nbsp;·plva&nbsp;
𠄉	爫子乚里&nbsp;·yhad&nbsp;
𠄊	十日日乙&nbsp;·nooa&nbsp;
𠄋	工日日乙&nbsp;·uooa&nbsp;
𠄌	𠄌&nbsp;·ae&nbsp;
𠄍	乛亅&nbsp;·ags&nbsp;
𠄎	ㄋ&nbsp;·ae&nbsp;
𠄐	乛亅&nbsp;·ags&nbsp;
𠄑	乛亅乚&nbsp;·agae&nbsp;
𠄒	丿丿&nbsp;·tntp&nbsp;
𠄓	ㄥ丶&nbsp;·paid&nbsp;
𠄔	𠄔&nbsp;·iv&nbsp;
𠄕	了了了&nbsp;·rrrl&nbsp;
𠄖	亼龴丁&nbsp;·jkad&nbsp;
𠄗	冂土了&nbsp;·mgrl&nbsp;
𠄘	乛水二&nbsp;·akme&nbsp;
𠄙	一口&nbsp;·fdbv&nbsp;
𠄚	丿米一丁&nbsp;·tpfa&nbsp;
𠄛	予丿冂巾&nbsp;·itmr&nbsp;
𠄜	一口&nbsp;·fdbx&nbsp;
𠄝	予⺈灬&nbsp;·ixmc&nbsp;
𠄞	二&nbsp;·me&nbsp;
𠄟	𠄟&nbsp;·me&nbsp;
𠄠	𠄠&nbsp;·me&nbsp;
𠄡	一㐅一&nbsp;·fbfi&nbsp;
𠄢	一冂巳一&nbsp;·fmvf&nbsp;
𠄣	一月一&nbsp;·fvfi&nbsp;
𠄤	丿二&nbsp;·tsme&nbsp;
𠄥	二ㄅ二ㄅ&nbsp;·mama&nbsp;
𠄦	二及&nbsp;·mcj&nbsp;
𠄧	巴二&nbsp;·mme&nbsp;
𠄨	一夕卜一&nbsp;·flyf&nbsp;
𠄩	厶口二&nbsp;·kdme&nbsp;
𠄪	乛水二&nbsp;·akme&nbsp;
𠄫	龷八&nbsp;·lhpd&nbsp;
𠄬	木冂二&nbsp;·emme&nbsp;
𠄭	一舟一&nbsp;·fifi&nbsp;
𠄮	一幺幺一&nbsp;·fiif&nbsp;
𠄯	二ㄅ木一&nbsp;·maef&nbsp;
𠄰	二囗火&nbsp;·mrch&nbsp;
𠄱	二丨臣&nbsp;·mgqc&nbsp;
𠄲	五日乚&nbsp;·woae&nbsp;
𠄳	二土厶力&nbsp;·mgks&nbsp;
𠄴	云弗&nbsp;·btf&nbsp;
𠄵	一日日一&nbsp;·foof&nbsp;
𠄶	亻㇒士五&nbsp;·jtgw&nbsp;
𠄷	口口口&nbsp;·dddv&nbsp;
𠄸	一ㄅ口一&nbsp;·fadf&nbsp;
𠄹	一句攵一&nbsp;·fghf&nbsp;
𠄺	井見&nbsp;·qej&nbsp;
𠄻	五木木&nbsp;·weem&nbsp;
𠄼	十冂五&nbsp;·nmgw&nbsp;
𠄽	二扌非&nbsp;·murf&nbsp;
𠄾	二匸口口&nbsp;·mndd&nbsp;
𠄿	二囗韋&nbsp;·mrgw&nbsp;
𠅀	土九云&nbsp;·ggkb&nbsp;
𠅁	亠丨一&nbsp;·zgfi&nbsp;
𠅂	亠⺄&nbsp;·zayb&nbsp;
𠅃	亠人人&nbsp;·zjjr&nbsp;
𠅄	亠刀卜&nbsp;·zpyb&nbsp;
𠅅	亠木&nbsp;·zem&nbsp;
𠅆	亠火&nbsp;·zch&nbsp;
𠅇	䒑亡&nbsp;·hfw&nbsp;
𠅈	亠一冂人&nbsp;·zfmj&nbsp;
𠅉	亠凵䒑&nbsp;·zmhb&nbsp;
𠅊	亠口十&nbsp;·zdns&nbsp;
𠅋	亠幺十&nbsp;·zins&nbsp;
𠅌	大&nbsp;·gmd&nbsp;
𠅍	一木亡&nbsp;·fefw&nbsp;
𠅎	亡丿夫&nbsp;·fthf&nbsp;
𠅏	尸&nbsp;·gcs&nbsp;
𠅐	丿夫亡&nbsp;·thfw&nbsp;
𠅑	亠卩丿大&nbsp;·zztm&nbsp;
𠅒	亡一木&nbsp;·ffem&nbsp;
𠅓	亠囗人人&nbsp;·zrjj&nbsp;
𠅔	巴&nbsp;·gmb&nbsp;
𠅕	六乂&nbsp;·abti&nbsp;
𠅖	口十&nbsp;·gdns&nbsp;
𠅗	丁亠亻&nbsp;·azjv&nbsp;
𠅘	高丁&nbsp;·gad&nbsp;
𠅙	高儿&nbsp;·gpe&nbsp;
𠅚	亠亻一&nbsp;·zjfb&nbsp;
𠅛	亠㐅凵丨&nbsp;·zbmg&nbsp;
𠅜	亠亻歹刂&nbsp;·zjgp&nbsp;
𠅝	子&nbsp;·ghi&nbsp;
𠅞	亠夕㐄几&nbsp;·zlvo&nbsp;
𠅟	亠𠦜几&nbsp;·zloj&nbsp;
𠅠	口凵亅&nbsp;·gdmg&nbsp;
𠅡	尸尸&nbsp;·gccs&nbsp;
𠅢	高丿七&nbsp;·gtrq&nbsp;
𠅣	亠几厶夊&nbsp;·zokh&nbsp;
𠅥	亠田⺼&nbsp;·zqvy&nbsp;
𠅦	亠力&nbsp;·zwps&nbsp;
𠅧	亠口口大&nbsp;·zddm&nbsp;
𠅨	亠⺧儿夊&nbsp;·zqph&nbsp;
𠅩	日九丶&nbsp;·goki&nbsp;
𠅪	亠几王王&nbsp;·zonn&nbsp;
𠅫	亠乂乂几&nbsp;·zbbo&nbsp;
𠅬	亠⺧儿攴&nbsp;·zqph&nbsp;
𠅭	亠口几&nbsp;·zdao&nbsp;
𠅮	小二儿&nbsp;·gymp&nbsp;
𠅯	亠亠&nbsp;·zczc&nbsp;
𠅰	亠土矢&nbsp;·zgov&nbsp;
𠅱	勹厶亠&nbsp;·nkzv&nbsp;
𠅲	亠大&nbsp;·zpmd&nbsp;
𠅳	亡口貝&nbsp;·fdob&nbsp;
𠅴	亠土&nbsp;·ziog&nbsp;
𠅵	亠爿寸&nbsp;·zavk&nbsp;
𠅶	高丁九丶&nbsp;·gaki&nbsp;
𠅷	口口十&nbsp;·gddn&nbsp;
𠅸	老&nbsp;·gql&nbsp;
𠅹	丁一幺&nbsp;·gafi&nbsp;
𠅺	亠囗ㄥ木&nbsp;·zrae&nbsp;
𠅻	亡氵口⺝&nbsp;·fkdv&nbsp;
𠅼	亡禾丿夫&nbsp;·fxth&nbsp;
𠅽	亡几小&nbsp;·fogy&nbsp;
𠅾	六𬺞&nbsp;·awg&nbsp;
𠅿	亠目&nbsp;·gzqm&nbsp;
𠆀	一口十&nbsp;·gfdn&nbsp;
𠆁	亠田瓜瓜&nbsp;·zqyy&nbsp;
𠆂	人人丨&nbsp;·gjjg&nbsp;
𠆃	小冖儿&nbsp;·gywp&nbsp;
𠆄	六貝&nbsp;·acob&nbsp;
𠆅	亠亻口木&nbsp;·zjde&nbsp;
𠆆	口⺸&nbsp;·gdgy&nbsp;
𠆇	亠丿冂大&nbsp;·ztmm&nbsp;
𠆈	冂女&nbsp;·qmbn&nbsp;
𠆉	一丨&nbsp;·bqfg&nbsp;
𠆊	一&nbsp;·gfcy&nbsp;
𠆋	亼口&nbsp;·qjdk&nbsp;
𠆌	日八白&nbsp;·gohu&nbsp;
𠆍	亠月十&nbsp;·zvnh&nbsp;
𠆎	亠囗韋又&nbsp;·zrgr&nbsp;
𠆏	不不&nbsp;·gccy&nbsp;
𠆐	亠目目灬&nbsp;·zqqc&nbsp;
𠆑	亠甲口&nbsp;·zsdh&nbsp;
𠆒	音&nbsp;·gxy&nbsp;
𠆓	子亠&nbsp;·ghzv&nbsp;
𠆔	子臼儿&nbsp;·ghpp&nbsp;
𠆕	丿丿&nbsp;·tetv&nbsp;
𠆖	亠方氏口&nbsp;·zlbd&nbsp;
𠆗	亼口&nbsp;·qjdk&nbsp;
𠆘	冖八衣&nbsp;·iwht&nbsp;
𠆙	丁亠&nbsp;·gazv&nbsp;
𠆚	亠目目匕&nbsp;·zqqv&nbsp;
𠆛	亠日口十&nbsp;·zodn&nbsp;
𠆜	一女&nbsp;·qfbb&nbsp;
𠆝	亠日日戊&nbsp;·zoon&nbsp;
𠆞	子亠一&nbsp;·ghzf&nbsp;
𠆟	亠乂&nbsp;·zpbj&nbsp;
𠆠	亠冂灬&nbsp;·zpmc&nbsp;
𠆡	亠冂灬&nbsp;·zpmc&nbsp;
𠆢	𠆢&nbsp;·jr&nbsp;
𠆣	一人&nbsp;·fjr&nbsp;
𠆤	人亅&nbsp;·jgs&nbsp;
𠆥	丿乂&nbsp;·tbi&nbsp;
𠆦	亼㇗&nbsp;·jae&nbsp;
𠆧	亻人&nbsp;·jjr&nbsp;
𠆨	亻了&nbsp;·jrl&nbsp;
𠆩	亻几丶&nbsp;·joid&nbsp;
𠆪	人丨&nbsp;·jgvb&nbsp;
𠆫	亻丿&nbsp;·jntp&nbsp;
𠆬	亻二ㄅ&nbsp;·jmae&nbsp;
𠆭	人二&nbsp;·jmae&nbsp;
𠆮	亻一力&nbsp;·jfsl&nbsp;
𠆯	亻川&nbsp;·joc&nbsp;
𠆰	亻几丨&nbsp;·jogs&nbsp;
𠆱	亻丶十&nbsp;·jins&nbsp;
𠆲	亻广&nbsp;·jxg&nbsp;
𠆳	人⺊一&nbsp;·jyfi&nbsp;
𠆴	一巾人&nbsp;·frjr&nbsp;
𠆵	亻八一ㄅ&nbsp;·jhfa&nbsp;
𠆶	亻冖&nbsp;·jwpe&nbsp;
𠆷	九人&nbsp;·kjpd&nbsp;
𠆸	亻攴&nbsp;·jhp&nbsp;
𠆹	人乚彡&nbsp;·jaes&nbsp;
𠆺	亻幺丨&nbsp;·jigs&nbsp;
𠆻	亻一廾&nbsp;·jflc&nbsp;
𠆼	亻亠了&nbsp;·jzrl&nbsp;
𠆽	亻𠂇厶&nbsp;·jnks&nbsp;
𠆾	亻六&nbsp;·jal&nbsp;
𠆿	亻乌&nbsp;·jxu&nbsp;
𠇀	亽又&nbsp;·jary&nbsp;
𠇁	亻弓丨&nbsp;·jbgs&nbsp;
𠇂	亻囗丶&nbsp;·jrid&nbsp;
𠇃	人亻&nbsp;·jjvb&nbsp;
𠇄	亼大&nbsp;·jmd&nbsp;
𠇅	亻一口&nbsp;·jfdk&nbsp;
𠇆	亻一巾&nbsp;·jfrj&nbsp;
𠇇	亻二丶&nbsp;·jmai&nbsp;
𠇈	亻止&nbsp;·jsi&nbsp;
𠇉	亻丨㇏&nbsp;·jgxi&nbsp;
𠇊	亻&nbsp;·jti&nbsp;
𠇋	亼廾&nbsp;·jlc&nbsp;
𠇌	云人&nbsp;·bjr&nbsp;
𠇍	人⺗&nbsp;·jhx&nbsp;
𠇎	人卝&nbsp;·jlc&nbsp;
𠇏	人亼乛&nbsp;·jjae&nbsp;
𠇐	亻一ㄅ一&nbsp;·jfaf&nbsp;
𠇑	亻八乂&nbsp;·jhbi&nbsp;
𠇒	亻入入&nbsp;·jjju&nbsp;
𠇓	亻丿幺&nbsp;·jtiy&nbsp;
𠇕	亻巴&nbsp;·jmb&nbsp;
𠇖	亻丿之&nbsp;·jtri&nbsp;
𠇗	亻瓜&nbsp;·jyg&nbsp;
𠇘	亻戉&nbsp;·jnu&nbsp;
𠇙	亻二口&nbsp;·jmdk&nbsp;
𠇚	人甲&nbsp;·jsj&nbsp;
𠇛	亻巾&nbsp;·jnrj&nbsp;
𠇜	人厶也&nbsp;·jkey&nbsp;
𠇝	亻口二&nbsp;·jdme&nbsp;
𠇞	亻支丶&nbsp;·jcid&nbsp;
𠇟	亻丶&nbsp;·jiks&nbsp;
𠇠	未人&nbsp;·ajr&nbsp;
𠇡	亻小&nbsp;·jnyx&nbsp;
𠇢	亻一勹乂&nbsp;·jfnb&nbsp;
𠇣	亻示&nbsp;·jfs&nbsp;
𠇤	亻王丶&nbsp;·jnid&nbsp;
𠇥	亻丨文&nbsp;·jgvw&nbsp;
𠇦	亻冂土&nbsp;·jmgt&nbsp;
𠇧	人㇏&nbsp;·jpxi&nbsp;
𠇨	人人干&nbsp;·jjeg&nbsp;
𠇩	亻卯&nbsp;·jbm&nbsp;
𠇪	亻𠂉&nbsp;·jeus&nbsp;
𠇫	亻人&nbsp;·jjus&nbsp;
𠇬	工彡人&nbsp;·uejr&nbsp;
𠇭	亼口丨&nbsp;·jdgs&nbsp;
𠇮	亼冂人&nbsp;·jmjr&nbsp;
𠇯	人一&nbsp;·jtfi&nbsp;
𠇰	人亠巾&nbsp;·jzrj&nbsp;
𠇱	亻一木&nbsp;·jfem&nbsp;
𠇲	亻木丶&nbsp;·jeid&nbsp;
𠇳	亻大几&nbsp;·jmoj&nbsp;
𠇴	亻大力&nbsp;·jmsl&nbsp;
𠇵	亻小几&nbsp;·jyoj&nbsp;
𠇶	亻冂口&nbsp;·jmdk&nbsp;
𠇷	亻生&nbsp;·jls&nbsp;
𠇸	亻六一&nbsp;·jafi&nbsp;
𠇹	亻ス工&nbsp;·jrug&nbsp;
𠇺	亻甲&nbsp;·jsj&nbsp;
𠇻	亻皿&nbsp;·jam&nbsp;
𠇼	亻丿丷&nbsp;·jthn&nbsp;
𠇽	亻匚巾&nbsp;·jnrj&nbsp;
𠇾	亻木一&nbsp;·jefi&nbsp;
𠇿	人&nbsp;·ljr&nbsp;
𠈀	亻㇆八刀&nbsp;·jahp&nbsp;
𠈁	亻⺁一&nbsp;·jxfv&nbsp;
𠈂	八厶口&nbsp;·hkdk&nbsp;
𠈃	亻龴木&nbsp;·jkem&nbsp;
𠈄	亻臣&nbsp;·jqc&nbsp;
𠈅	亻丩攵&nbsp;·jihp&nbsp;
𠈆	亻丿㠯&nbsp;·jtki&nbsp;
𠈇	亻一囗人&nbsp;·jfrj&nbsp;
𠈈	亻丿囗乂&nbsp;·jtrb&nbsp;
𠈉	亻口巛&nbsp;·jdoc&nbsp;
𠈊	亻⺁巴&nbsp;·jxmb&nbsp;
𠈋	亻戈𠂇&nbsp;·jpns&nbsp;
𠈌	人人人人&nbsp;·jjjj&nbsp;
𠈍	亻夂女&nbsp;·jhbn&nbsp;
𠈎	亻&nbsp;·jllx&nbsp;
𠈏	亼口人&nbsp;·jdjr&nbsp;
𠈐	亻曰㇂丿&nbsp;·joat&nbsp;
𠈑	人光&nbsp;·jmg&nbsp;
𠈒	人⺊一小&nbsp;·jyfy&nbsp;
𠈓	亻両&nbsp;·jml&nbsp;
𠈔	人⺊一䒑&nbsp;·jyfh&nbsp;
𠈕	亻冎&nbsp;·jfg&nbsp;
𠈖	亻八夫&nbsp;·jhhf&nbsp;
𠈗	亻一日一&nbsp;·jfof&nbsp;
𠈘	人土土&nbsp;·jggt&nbsp;
𠈙	亻二戈&nbsp;·jmpg&nbsp;
𠈚	亻𠂇丨土&nbsp;·jngg&nbsp;
𠈛	人月刂&nbsp;·jvpd&nbsp;
𠈜	亻⺈巴&nbsp;·jxmb&nbsp;
𠈝	亻八一彑&nbsp;·jhfb&nbsp;
𠈞	亻夕㐄&nbsp;·jlvk&nbsp;
𠈟	亻一卩&nbsp;·jbfz&nbsp;
𠈠	亻𠂉&nbsp;·jevk&nbsp;
𠈡	亻几一巾&nbsp;·jofr&nbsp;
𠈢	亼夕⺋&nbsp;·jlzj&nbsp;
𠈣	⺧儿人&nbsp;·qpjr&nbsp;
𠈤	亻小女&nbsp;·jybn&nbsp;
𠈥	亻冎&nbsp;·jfg&nbsp;
𠈦	亻山夊&nbsp;·jvhi&nbsp;
𠈧	亻又&nbsp;·jmry&nbsp;
𠈨	亻乍一&nbsp;·jwfi&nbsp;
𠈩	亻⺁一巾&nbsp;·jxfr&nbsp;
𠈪	亻䒑大&nbsp;·jhmd&nbsp;
𠈫	亻丷夫&nbsp;·jhhf&nbsp;
𠈬	亻夂土&nbsp;·jhgt&nbsp;
𠈭	亻宀牛&nbsp;·jwqn&nbsp;
𠈮	人足&nbsp;·jpu&nbsp;
𠈯	亻干又&nbsp;·jeir&nbsp;
𠈰	亻丿止廴&nbsp;·jtsu&nbsp;
𠈱	亻氵𡭔丿&nbsp;·jkyt&nbsp;
𠈲	亻氏口&nbsp;·jbdk&nbsp;
𠈳	亻彐火&nbsp;·jbch&nbsp;
𠈴	亻龴疋&nbsp;·jkts&nbsp;
𠈵	亻尤彡&nbsp;·joes&nbsp;
𠈶	亻山及&nbsp;·jvcj&nbsp;
𠈷	亻田丿十&nbsp;·jqtn&nbsp;
𠈸	亻弋心&nbsp;·jphx&nbsp;
𠈹	亻氵攵&nbsp;·jkhp&nbsp;
𠈺	亻匕土&nbsp;·jvvg&nbsp;
𠈻	亻谷&nbsp;·jhg&nbsp;
𠈼	亻䒑又&nbsp;·jhir&nbsp;
𠈽	⺈尸几人&nbsp;·xcoj&nbsp;
𠈾	人⺸&nbsp;·jgy&nbsp;
𠈿	亻一又&nbsp;·jmfr&nbsp;
𠉀	亻丨大&nbsp;·jgnm&nbsp;
𠉁	冂人囗人&nbsp;·mjrj&nbsp;
𠉃	亻匕二&nbsp;·jsvm&nbsp;
𠉄	亻辛&nbsp;·jnx&nbsp;
𠉅	亻丷大力&nbsp;·jhms&nbsp;
𠉆	亻广匕&nbsp;·jxvv&nbsp;
𠉇	亻火口&nbsp;·jcdk&nbsp;
𠉈	亻大月&nbsp;·jmvy&nbsp;
𠉉	亻木口&nbsp;·jedk&nbsp;
𠉊	亻十目&nbsp;·jnqm&nbsp;
𠉋	亻⺿亡&nbsp;·jlfw&nbsp;
𠉌	亻口⺼&nbsp;·jdvy&nbsp;
𠉍	亻囗木&nbsp;·jrem&nbsp;
𠉎	亻⺈氺&nbsp;·jxks&nbsp;
𠉏	亻夂丰&nbsp;·jhaf&nbsp;
𠉐	亻亼乛口&nbsp;·jjad&nbsp;
𠉑	亻禾乃&nbsp;·jxvn&nbsp;
𠉒	人人日乚&nbsp;·jjoa&nbsp;
